channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
online,SKU-09631,SHP-0028358,1,0,280,58.8,221.2,1.73181056E9
retail,SKU-08101,SHP-0024564,1,0,280,58.8,221.2,1.731819232E9
online,SKU-07824,SHP-0015125,1,0,280,58.8,221.2,1.731828685E9
retail,SKU-02130,SHP-0003819,1,1,280,58.8,221.2,1.731832488E9
online,SKU-04882,SHP-0008223,1,0,280,58.8,221.2,1.751575194E9
online,SKU-09631,SHP-0012082,1,0,280,58.8,221.2,1.764809786E9
online,SKU-03469,SHP-0019251,1,1,280,58.8,221.2,1.764814023E9
online,SKU-09585,SHP-0021983,1,0,280,58.8,221.2,1.764814637E9
online,SKU-09585,SHP-0009259,1,0,280,58.8,221.2,1.764823879E9
online,SKU-08057,SHP-0023564,1,1,280,58.8,221.2,1.764829759E9
online,SKU-04882,SHP-0025082,1,1,280,58.8,221.2,1.764834734E9
online,SKU-02130,SHP-0012074,1,0,280,58.8,221.2,1.764838097E9
online,SKU-08057,SHP-0000852,1,0,280,58.8,221.2,1.764857556E9
retail,SKU-04882,SHP-0027792,1,0,280,58.8,221.2,1.764874028E9
online,SKU-05107,SHP-0012860,1,0,280,58.8,221.2,1.764877077E9
online,SKU-08057,SHP-0022452,1,0,280,58.8,221.2,1.764879009E9
online,SKU-02130,SHP-0006621,1,0,280,58.8,221.2,1.764888247E9
online,SKU-08396,SHP-0005369,1,0,280,58.8,221.2,1.757397155E9
online,SKU-04882,SHP-0016178,1,0,280,58.8,221.2,1.757434437E9
online,SKU-02497,SHP-0006294,1,0,280,58.8,221.2,1.757449012E9
online,SKU-01065,SHP-0017884,1,0,280,58.8,221.2,1.730611884E9
retail,SKU-04882,SHP-0011598,1,0,280,58.8,221.2,1.730616826E9
retail,SKU-02497,SHP-0014196,1,0,280,58.8,221.2,1.730639413E9
online,SKU-08057,SHP-0025575,1,0,280,58.8,221.2,1.730663827E9
online,SKU-02130,SHP-0011963,1,1,280,58.8,221.2,1.745119431E9
retail,SKU-07702,SHP-0005152,1,0,280,58.8,221.2,1.745120849E9
online,SKU-04135,SHP-0013144,1,0,280,58.8,221.2,1.745169725E9
online,SKU-01677,SHP-0020688,1,0,280,58.8,221.2,1.745175623E9
online,SKU-01065,SHP-0020838,1,0,280,58.8,221.2,1.767915267E9
online,SKU-01065,SHP-0020268,1,0,280,58.8,221.2,1.753964908E9
online,SKU-93925,SHP-0013444,1,0,280,58.8,221.2,1.753968382E9
online,SKU-03469,SHP-0010430,1,0,280,58.8,221.2,1.753969376E9
online,SKU-07824,SHP-0022203,1,1,280,58.8,221.2,1.753977428E9
online,SKU-08396,SHP-0021188,1,0,280,58.8,221.2,1.7539828E9
retail,SKU-08101,SHP-0024522,1,0,280,58.8,221.2,1.753995177E9
retail,SKU-08057,SHP-0028706,1,0,280,58.8,221.2,1.760340822E9
online,SKU-07702,SHP-0004985,1,0,280,58.8,221.2,1.76035754E9
online,SKU-09585,SHP-0008490,1,1,280,58.8,221.2,1.760360422E9
online,SKU-07702,SHP-0024998,1,0,280,58.8,221.2,1.760366087E9
online,SKU-02130,SHP-0014834,1,0,280,58.8,221.2,1.760371396E9
marketplace,SKU-08101,SHP-0028089,1,0,280,58.8,221.2,1.760376903E9
online,SKU-07702,SHP-0028658,1,0,280,58.8,221.2,1.746253828E9
online,SKU-04424,SHP-0003631,1,0,280,58.8,221.2,1.746264901E9
online,SKU-09631,SHP-0025279,1,1,280,58.8,221.2,1.746304901E9
online,SKU-02130,SHP-0001473,1,0,280,58.8,221.2,1.767662668E9
online,SKU-08396,SHP-0023440,1,1,280,58.8,221.2,1.767689924E9
online,SKU-08396,SHP-0029167,1,0,280,58.8,221.2,1.767715792E9
online,SKU-01677,SHP-0014482,1,0,280,58.8,221.2,1.767738078E9
online,SKU-05107,SHP-0017756,1,0,280,58.8,221.2,1.723076261E9
online,SKU-04424,SHP-0003849,1,1,280,58.8,221.2,1.72311243E9
online,SKU-09585,SHP-0026893,1,0,280,58.8,221.2,1.72311334E9
marketplace,SKU-09631,SHP-0019683,1,0,280,58.8,221.2,1.723119245E9
marketplace,SKU-01677,SHP-0020955,1,0,280,58.8,221.2,1.723132854E9
online,SKU-02130,SHP-0020776,1,0,280,58.8,221.2,1.723145211E9
retail,SKU-03469,SHP-0029385,1,0,280,58.8,221.2,1.723160553E9
online,SKU-01677,SHP-0002923,1,0,280,58.8,221.2,1.743126658E9
online,SKU-07824,SHP-0021835,1,0,280,58.8,221.2,1.743128298E9
online,SKU-09631,SHP-0008225,1,0,280,58.8,221.2,1.743178276E9
retail,SKU-03469,SHP-0019383,1,0,280,58.8,221.2,1.743184864E9
online,SKU-09585,SHP-0011302,1,0,280,58.8,221.2,1.743186019E9
retail,SKU-02130,SHP-0016031,1,0,280,58.8,221.2,1.743204814E9
online,SKU-04424,SHP-0018597,1,0,280,58.8,221.2,1.729787789E9
online,SKU-08396,SHP-0029841,1,0,280,58.8,221.2,1.729788691E9
online,SKU-01065,SHP-0016391,1,0,280,58.8,221.2,1.749627387E9
online,SKU-05107,SHP-0013329,1,0,280,58.8,221.2,1.749638229E9
retail,SKU-05107,SHP-0018006,1,1,280,58.8,221.2,1.74966727E9
online,SKU-09631,SHP-0010525,1,0,280,58.8,221.2,1.741771614E9
online,SKU-04135,SHP-0020201,1,1,280,58.8,221.2,1.741792987E9
retail,SKU-07824,SHP-0015788,1,0,280,58.8,221.2,1.741793481E9
online,SKU-04135,SHP-0000101,1,0,280,58.8,221.2,1.741794543E9
retail,SKU-02130,SHP-0015347,1,0,280,58.8,221.2,1.741821762E9
retail,SKU-07824,SHP-0007757,1,0,280,58.8,221.2,1.731386759E9
online,SKU-05107,SHP-0004484,1,1,280,58.8,221.2,1.731415276E9
retail,SKU-02130,SHP-0021200,1,0,280,58.8,221.2,1.731425856E9
online,SKU-04882,SHP-0007787,1,0,280,58.8,221.2,1.731442656E9
retail,SKU-02130,SHP-0000314,1,0,280,58.8,221.2,1.746578523E9
online,SKU-01065,SHP-0001769,1,1,280,58.8,221.2,1.746623518E9
online,SKU-01065,SHP-0015680,1,0,280,58.8,221.2,1.746654476E9
online,SKU-07702,SHP-0009218,1,0,280,58.8,221.2,1.746655163E9
online,SKU-02130,SHP-0016818,1,0,280,58.8,221.2,1.754837467E9
online,SKU-92625,SHP-0025796,1,0,280,58.8,221.2,1.774062508E9
online,SKU-07702,SHP-0002108,1,0,280,58.8,221.2,1.774077085E9
online,SKU-02130,SHP-0016081,1,0,280,58.8,221.2,1.774123327E9
online,SKU-04424,SHP-0015644,1,0,280,58.8,221.2,1.728693903E9
retail,SKU-07702,SHP-0014979,1,0,280,58.8,221.2,1.728698581E9
online,SKU-03469,SHP-0013778,1,0,280,58.8,221.2,1.728716099E9
online,SKU-01677,SHP-0015555,1,1,280,58.8,221.2,1.729904569E9
marketplace,SKU-09631,SHP-0016312,1,0,280,58.8,221.2,1.729919349E9
online,SKU-08057,SHP-0024869,1,1,280,58.8,221.2,1.729953148E9
retail,SKU-08057,SHP-0017356,1,1,280,58.8,221.2,1.729984689E9
online,SKU-09585,SHP-0021638,1,0,280,58.8,221.2,1.730703536E9
online,SKU-09631,SHP-0010162,1,0,280,58.8,221.2,1.730734102E9
online,SKU-08057,SHP-0001249,1,0,280,58.8,221.2,1.730758645E9
online,SKU-04424,SHP-0008249,1,1,280,58.8,221.2,1.754892412E9
retail,SKU-07702,SHP-0013247,1,0,280,58.8,221.2,1.754918444E9
retail,SKU-08396,SHP-0021983,1,0,280,58.8,221.2,1.754926327E9
retail,SKU-01677,SHP-0000625,1,0,280,58.8,221.2,1.754942086E9
retail,SKU-01065,SHP-0007009,1,0,280,58.8,221.2,1.739319428E9
marketplace,SKU-04424,SHP-0003086,1,0,280,58.8,221.2,1.739321651E9
online,SKU-08396,SHP-0001482,1,0,280,58.8,221.2,1.73936286E9
online,SKU-04135,SHP-0029312,1,0,280,58.8,221.2,1.739374296E9
online,SKU-08057,SHP-0002989,1,0,280,58.8,221.2,1.751337683E9
online,SKU-04135,SHP-0010680,1,0,280,58.8,221.2,1.751344215E9
online,SKU-07824,SHP-0014326,1,0,280,58.8,221.2,1.751390069E9
online,SKU-09585,SHP-0008695,1,0,280,58.8,221.2,1.751393984E9
online,SKU-08101,SHP-0015267,1,0,280,58.8,221.2,1.751398055E9
retail,SKU-07702,SHP-0015726,1,0,280,58.8,221.2,1.751070981E9
online,SKU-08057,SHP-0011140,1,0,280,58.8,221.2,1.751072176E9
retail,SKU-03469,SHP-0028014,1,0,280,58.8,221.2,1.751077563E9
online,SKU-08057,SHP-0016665,1,0,280,58.8,221.2,1.751078554E9
marketplace,SKU-04424,SHP-0024997,1,0,280,58.8,221.2,1.751083355E9
retail,SKU-05107,SHP-0022246,1,0,280,58.8,221.2,1.751153329E9
online,SKU-05107,SHP-0018953,1,1,280,58.8,221.2,1.720063661E9
online,SKU-01677,SHP-0005302,1,0,280,58.8,221.2,1.720073405E9
marketplace,SKU-04135,SHP-0013034,1,0,280,58.8,221.2,1.734942509E9
online,SKU-07824,SHP-0023742,1,0,280,58.8,221.2,1.734947021E9
retail,SKU-09631,SHP-0017812,1,0,280,58.8,221.2,1.734949771E9
online,SKU-09585,SHP-0019512,1,0,280,58.8,221.2,1.734950183E9
online,SKU-09585,SHP-0026772,1,0,280,58.8,221.2,1.734976975E9
retail,SKU-02130,SHP-0028008,1,0,280,58.8,221.2,1.734991998E9
marketplace,SKU-05107,SHP-0009232,1,0,280,58.8,221.2,1.738041354E9
online,SKU-02130,SHP-0004642,1,0,280,58.8,221.2,1.738053523E9
online,SKU-02497,SHP-0024243,1,1,280,58.8,221.2,1.743344489E9
online,SKU-02497,SHP-0014712,1,0,280,58.8,221.2,1.767937278E9
online,SKU-02130,SHP-0008430,1,0,280,58.8,221.2,1.767941164E9
retail,SKU-02497,SHP-0020341,1,0,280,58.8,221.2,1.767947405E9
online,SKU-03469,SHP-0027186,1,0,280,58.8,221.2,1.76796066E9
online,SKU-09631,SHP-0014215,1,0,280,58.8,221.2,1.767961708E9
retail,SKU-02497,SHP-0022789,1,0,280,58.8,221.2,1.76799755E9
retail,SKU-07702,SHP-0025224,1,1,280,58.8,221.2,1.770945932E9
retail,SKU-02497,SHP-0024959,1,0,280,58.8,221.2,1.770975031E9
marketplace,SKU-02130,SHP-0022623,1,0,280,58.8,221.2,1.770992872E9
online,SKU-02130,SHP-0026517,1,0,280,58.8,221.2,1.771007935E9
online,SKU-04135,SHP-0020333,1,0,280,58.8,221.2,1.770391893E9
marketplace,SKU-01065,SHP-0002563,1,1,280,58.8,221.2,1.770413315E9
online,SKU-01677,SHP-0014347,1,0,280,58.8,221.2,1.771029843E9
online,SKU-08396,SHP-0020588,1,1,280,58.8,221.2,1.771059592E9
retail,SKU-08101,SHP-0008777,1,0,280,58.8,221.2,1.771068262E9
retail,SKU-07702,SHP-0001671,1,0,280,58.8,221.2,1.771068334E9
retail,SKU-01065,SHP-0006147,1,0,280,58.8,221.2,1.771090139E9
online,SKU-04882,SHP-0012369,1,0,280,58.8,221.2,1.771111667E9
online,SKU-05107,SHP-0028557,1,0,280,58.8,221.2,1.772170827E9
online,SKU-01677,SHP-0004290,1,0,280,58.8,221.2,1.772173648E9
online,SKU-04135,SHP-0015030,1,0,280,58.8,221.2,1.772230479E9
online,SKU-04882,SHP-0007215,1,0,280,58.8,221.2,1.755828791E9
online,SKU-02497,SHP-0023511,1,0,280,58.8,221.2,1.755837412E9
online,SKU-07702,SHP-0027743,1,0,280,58.8,221.2,1.755845226E9
online,SKU-03469,SHP-0012792,1,0,280,58.8,221.2,1.724631061E9
online,SKU-02497,SHP-0014193,1,0,280,58.8,221.2,1.724650785E9
online,SKU-05107,SHP-0029775,1,0,280,58.8,221.2,1.724650854E9
online,SKU-08057,SHP-0011617,1,0,280,58.8,221.2,1.724687185E9
online,SKU-04135,SHP-0008135,1,1,280,58.8,221.2,1.752710628E9
online,SKU-07824,SHP-0025960,1,0,280,58.8,221.2,1.752723766E9
online,SKU-01065,SHP-0015159,1,0,280,58.8,221.2,1.752727449E9
online,SKU-08396,SHP-0019331,1,1,280,58.8,221.2,1.752740465E9
marketplace,SKU-07702,SHP-0011446,1,0,280,58.8,221.2,1.752770969E9
online,SKU-09631,SHP-0018595,1,0,280,58.8,221.2,1.752775248E9
marketplace,SKU-01677,SHP-0008555,1,0,280,58.8,221.2,1.749945827E9
online,SKU-09585,SHP-0008778,1,0,280,58.8,221.2,1.749959761E9
retail,SKU-05107,SHP-0009318,1,0,280,58.8,221.2,1.74997442E9
online,SKU-08101,SHP-0023329,1,0,280,58.8,221.2,1.749979218E9
online,SKU-09631,SHP-0014403,1,0,280,58.8,221.2,1.750017359E9
retail,SKU-05107,SHP-0016833,1,1,280,58.8,221.2,1.743066007E9
online,SKU-07702,SHP-0022851,1,0,280,58.8,221.2,1.743108921E9
retail,SKU-04135,SHP-0028026,1,0,280,58.8,221.2,1.760142518E9
online,SKU-08101,SHP-0028678,1,1,280,58.8,221.2,1.760146272E9
online,SKU-01065,SHP-0026848,1,0,280,58.8,221.2,1.760173482E9
retail,SKU-05107,SHP-0006271,1,0,280,58.8,221.2,1.76018098E9
online,SKU-03469,SHP-0018034,1,0,280,58.8,221.2,1.760197372E9
online,SKU-08101,SHP-0028030,1,0,280,58.8,221.2,1.760217649E9
online,SKU-08057,SHP-0019086,1,0,280,58.8,221.2,1.760225266E9
online,SKU-09585,SHP-0011974,1,0,280,58.8,221.2,1.752556976E9
online,SKU-07702,SHP-0018227,1,0,280,58.8,221.2,1.752567649E9
online,SKU-09585,SHP-0003591,1,1,280,58.8,221.2,1.752586515E9
retail,SKU-07824,SHP-0020590,1,0,280,58.8,221.2,1.752600863E9
online,SKU-08396,SHP-0021763,1,0,280,58.8,221.2,1.752609885E9
retail,SKU-08396,SHP-0002473,1,1,280,58.8,221.2,1.73147091E9
marketplace,SKU-08057,SHP-0025692,1,1,280,58.8,221.2,1.731471836E9
retail,SKU-05107,SHP-0014200,1,0,280,58.8,221.2,1.73150363E9
online,SKU-09631,SHP-0017675,1,0,280,58.8,221.2,1.731511644E9
online,SKU-01065,SHP-0010512,1,0,280,58.8,221.2,1.731515389E9
online,SKU-04135,SHP-0026084,1,0,280,58.8,221.2,1.727409788E9
retail,SKU-02130,SHP-0000650,1,0,280,58.8,221.2,1.727414001E9
online,SKU-04424,SHP-0018713,1,1,280,58.8,221.2,1.72744167E9
online,SKU-08101,SHP-0028362,1,0,280,58.8,221.2,1.727443377E9
online,SKU-02130,SHP-0001943,1,0,280,58.8,221.2,1.727480755E9
online,SKU-02130,SHP-0018584,1,0,280,58.8,221.2,1.753202347E9
online,SKU-05107,SHP-0014054,1,1,280,58.8,221.2,1.774579809E9
online,SKU-09631,SHP-0001803,1,1,280,58.8,221.2,1.774595941E9
retail,SKU-07824,SHP-0012268,1,0,280,58.8,221.2,1.774608766E9
online,SKU-08057,SHP-0022809,1,0,280,58.8,221.2,1.728782979E9
retail,SKU-03469,SHP-0029092,1,0,280,58.8,221.2,1.728801285E9
online,SKU-01065,SHP-0004581,1,1,280,58.8,221.2,1.728803373E9
online,SKU-04882,SHP-0022161,1,0,280,58.8,221.2,1.719972036E9
online,SKU-08057,SHP-0001245,1,0,280,58.8,221.2,1.719979303E9
retail,SKU-08396,SHP-0009180,1,0,280,58.8,221.2,1.719984882E9
online,SKU-07824,SHP-0019409,1,0,280,58.8,221.2,1.720000463E9
online,SKU-02130,SHP-0001782,1,1,280,58.8,221.2,1.720000842E9
online,SKU-03469,SHP-0013134,1,0,280,58.8,221.2,1.720007608E9
retail,SKU-08396,SHP-0001838,1,1,280,58.8,221.2,1.729999603E9
online,SKU-01065,SHP-0006632,1,0,280,58.8,221.2,1.730037438E9
marketplace,SKU-08057,SHP-0018711,1,0,280,58.8,221.2,1.730044958E9
marketplace,SKU-05107,SHP-0014971,1,0,280,58.8,221.2,1.730062244E9
online,SKU-01065,SHP-0004703,1,0,280,58.8,221.2,1.730065731E9
retail,SKU-04135,SHP-0006653,1,0,280,58.8,221.2,1.732068413E9
retail,SKU-07824,SHP-0005355,1,0,280,58.8,221.2,1.732125124E9
online,SKU-07702,SHP-0025749,1,0,280,58.8,221.2,1.732125888E9
retail,SKU-09631,SHP-0007533,1,0,280,58.8,221.2,1.732143962E9
retail,SKU-09585,SHP-0000564,1,0,280,58.8,221.2,1.732145517E9
online,SKU-02130,SHP-0003709,1,0,280,58.8,221.2,1.728526841E9
online,SKU-02130,SHP-0008007,1,0,280,58.8,221.2,1.728561174E9
retail,SKU-05107,SHP-0005943,1,0,280,58.8,221.2,1.728592403E9
online,SKU-07702,SHP-0023866,1,0,280,58.8,221.2,1.728604113E9
online,SKU-08057,SHP-0029458,1,1,280,58.8,221.2,1.740321164E9
online,SKU-07702,SHP-0011020,1,0,280,58.8,221.2,1.764665408E9
online,SKU-02130,SHP-0014275,1,0,280,58.8,221.2,1.764670495E9
online,SKU-01065,SHP-0003898,1,1,280,58.8,221.2,1.764702319E9
retail,SKU-04135,SHP-0028247,1,0,280,58.8,221.2,1.764709736E9
online,SKU-04135,SHP-0026203,1,0,280,58.8,221.2,1.727830565E9
online,SKU-01065,SHP-0008958,1,0,280,58.8,221.2,1.727855419E9
online,SKU-08396,SHP-0019910,1,0,280,58.8,221.2,1.727877599E9
online,SKU-07824,SHP-0018162,1,0,280,58.8,221.2,1.727878415E9
online,SKU-02497,SHP-0024269,1,0,280,58.8,221.2,1.727893996E9
online,SKU-09631,SHP-0027631,1,0,280,58.8,221.2,1.731721993E9
retail,SKU-08101,SHP-0018363,1,0,280,58.8,221.2,1.731724711E9
online,SKU-08396,SHP-0022299,1,1,280,58.8,221.2,1.731742661E9
online,SKU-04882,SHP-0021112,1,0,280,58.8,221.2,1.731791878E9
online,SKU-04135,SHP-0014131,1,0,280,58.8,221.2,1.73180078E9
retail,SKU-04424,SHP-0012094,1,0,280,58.8,221.2,1.736910218E9
retail,SKU-01677,SHP-0007428,1,0,280,58.8,221.2,1.736971066E9
retail,SKU-05107,SHP-0019019,1,0,280,58.8,221.2,1.736983712E9
online,SKU-08396,SHP-0028785,1,1,280,58.8,221.2,1.730107866E9
online,SKU-04135,SHP-0025850,1,1,280,58.8,221.2,1.73013932E9
online,SKU-02497,SHP-0028154,1,0,280,58.8,221.2,1.730155257E9
online,SKU-98966,SHP-0020882,1,0,280,58.8,221.2,1.723375722E9
online,SKU-01065,SHP-0025091,1,1,280,58.8,221.2,1.723384767E9
online,SKU-02130,SHP-9141878,1,0,280,58.8,221.2,1.771390824E9
online,SKU-07702,SHP-0000247,1,0,280,58.8,221.2,1.771404162E9
online,SKU-08396,SHP-0020666,1,0,280,58.8,221.2,1.771446588E9
retail,SKU-09585,SHP-0017876,1,0,280,58.8,221.2,1.724721994E9
retail,SKU-08396,SHP-0019330,1,0,280,58.8,221.2,1.7248011E9
online,SKU-07824,SHP-0007779,1,0,280,58.8,221.2,1.722330142E9
online,SKU-04882,SHP-0005010,1,0,280,58.8,221.2,1.773203775E9
online,SKU-05107,SHP-0000062,1,0,280,58.8,221.2,1.773232717E9
retail,SKU-02497,SHP-0008349,1,0,280,58.8,221.2,1.773246259E9
retail,SKU-03469,SHP-0022697,1,0,280,58.8,221.2,1.773246374E9
online,SKU-09631,SHP-0017625,1,0,280,58.8,221.2,1.773268888E9
marketplace,SKU-09631,SHP-0026162,1,0,280,58.8,221.2,1.742952343E9
marketplace,SKU-03469,SHP-0021801,1,0,280,58.8,221.2,1.742963593E9
online,SKU-04135,SHP-0005450,1,0,280,58.8,221.2,1.742971846E9
online,SKU-05107,SHP-0014135,1,0,280,58.8,221.2,1.743015928E9
online,SKU-08101,SHP-0010705,1,0,280,58.8,221.2,1.743024225E9
retail,SKU-05107,SHP-0028428,1,1,280,58.8,221.2,1.723263004E9
online,SKU-03469,SHP-0004153,1,0,280,58.8,221.2,1.72330482E9
online,SKU-02130,SHP-0011338,1,0,280,58.8,221.2,1.723308508E9
online,SKU-08396,SHP-0014396,1,0,280,58.8,221.2,1.74637851E9
online,SKU-07824,SHP-0017515,1,0,280,58.8,221.2,1.773973096E9
online,SKU-02497,SHP-0023425,1,0,280,58.8,221.2,1.77399E9
online,SKU-08396,SHP-0003189,1,0,280,58.8,221.2,1.774002243E9
online,SKU-08057,SHP-0027067,1,0,280,58.8,221.2,1.774005048E9
online,SKU-04424,SHP-0024326,1,0,280,58.8,221.2,1.774047752E9
retail,SKU-02497,SHP-0021654,1,0,280,58.8,221.2,1.739930459E9
online,SKU-01677,SHP-0009330,1,0,280,58.8,221.2,1.739938382E9
online,SKU-09585,SHP-0009394,1,0,280,58.8,221.2,1.739954718E9
marketplace,SKU-04882,SHP-0007749,1,0,280,58.8,221.2,1.74000718E9
online,SKU-09631,SHP-0013889,1,0,280,58.8,221.2,1.771479256E9
retail,SKU-05107,SHP-0020538,1,0,280,58.8,221.2,1.771491271E9
online,SKU-09631,SHP-0029352,1,0,280,58.8,221.2,1.771495929E9
online,SKU-04882,SHP-0010568,1,0,280,58.8,221.2,1.77151086E9
online,SKU-05107,SHP-0002699,1,0,280,58.8,221.2,1.720146782E9
online,SKU-05107,SHP-0000297,1,0,280,58.8,221.2,1.720153118E9
retail,SKU-07824,SHP-0012490,1,0,280,58.8,221.2,1.727655127E9
online,SKU-08396,SHP-0021107,1,1,280,58.8,221.2,1.727661275E9
online,SKU-01065,SHP-0016342,1,1,280,58.8,221.2,1.727673357E9
online,SKU-08057,SHP-0003664,1,0,280,58.8,221.2,1.727696482E9
retail,SKU-02130,SHP-0027742,1,0,280,58.8,221.2,1.727705451E9
retail,SKU-07824,SHP-0015560,1,0,280,58.8,221.2,1.727727639E9
retail,SKU-09585,SHP-0016795,1,0,280,58.8,221.2,1.727738181E9
online,SKU-04424,SHP-0017903,1,1,280,58.8,221.2,1.720230381E9
online,SKU-07824,SHP-0029656,1,1,280,58.8,221.2,1.7202645E9
online,SKU-04424,SHP-0003858,1,0,280,58.8,221.2,1.720299733E9
online,SKU-01065,SHP-0029119,1,0,280,58.8,221.2,1.740114486E9
retail,SKU-08101,SHP-0009076,1,0,280,58.8,221.2,1.760248046E9
retail,SKU-07702,SHP-0021179,1,0,280,58.8,221.2,1.760248674E9
online,SKU-07702,SHP-0023072,1,0,280,58.8,221.2,1.760249479E9
retail,SKU-08101,SHP-0001668,1,1,280,58.8,221.2,1.760249955E9
online,SKU-01065,SHP-0007317,1,0,280,58.8,221.2,1.760252794E9
online,SKU-04135,SHP-0001552,1,0,280,58.8,221.2,1.760274536E9
online,SKU-08057,SHP-0007302,1,0,280,58.8,221.2,1.760280616E9
online,SKU-08396,SHP-0023879,1,0,280,58.8,221.2,1.749287348E9
marketplace,SKU-08396,SHP-0012916,1,0,280,58.8,221.2,1.749301141E9
retail,SKU-04135,SHP-0022417,1,0,280,58.8,221.2,1.749305703E9
online,SKU-01065,SHP-0015152,1,0,280,58.8,221.2,1.749332876E9
retail,SKU-08101,SHP-0006434,1,0,280,58.8,221.2,1.72924597E9
online,SKU-01677,SHP-0008158,1,0,280,58.8,221.2,1.729287122E9
online,SKU-09585,SHP-0019419,1,0,280,58.8,221.2,1.73889607E9
online,SKU-08101,SHP-0024413,1,0,280,58.8,221.2,1.73890782E9
online,SKU-04424,SHP-0005440,1,0,280,58.8,221.2,1.728007185E9
online,SKU-01065,SHP-0013249,1,1,280,58.8,221.2,1.728009116E9
retail,SKU-08101,SHP-0011070,1,0,280,58.8,221.2,1.728025556E9
online,SKU-09585,SHP-0020932,1,0,280,58.8,221.2,1.728028954E9
online,SKU-05107,SHP-0020202,1,0,280,58.8,221.2,1.728030548E9
online,SKU-07702,SHP-0015779,1,0,280,58.8,221.2,1.728039065E9
online,SKU-03469,SHP-0008098,1,1,280,58.8,221.2,1.728084167E9
online,SKU-07824,SHP-0016362,1,0,280,58.8,221.2,1.728085342E9
online,SKU-02497,SHP-0018843,1,0,280,58.8,221.2,1.723518807E9
retail,SKU-04424,SHP-0007351,1,0,280,58.8,221.2,1.72352082E9
online,SKU-05107,SHP-0022236,1,1,280,58.8,221.2,1.72356976E9
online,SKU-04424,SHP-0005080,1,0,280,58.8,221.2,1.773709115E9
online,SKU-02130,SHP-0012751,1,0,280,58.8,221.2,1.773720833E9
online,SKU-09631,SHP-0014137,1,0,280,58.8,221.2,1.773722585E9
retail,SKU-08057,SHP-0015842,1,0,280,58.8,221.2,1.773732784E9
online,SKU-08057,SHP-0015135,1,0,280,58.8,221.2,1.773748456E9
online,SKU-08396,SHP-0013747,1,0,280,58.8,221.2,1.773756721E9
retail,SKU-04882,SHP-0025725,1,1,280,58.8,221.2,1.773761379E9
online,SKU-01065,SHP-0003088,1,0,280,58.8,221.2,1.741921352E9
marketplace,SKU-01065,SHP-0006674,1,0,280,58.8,221.2,1.741930534E9
online,SKU-05107,SHP-0017476,1,0,280,58.8,221.2,1.741956645E9
online,SKU-02130,SHP-0013151,1,0,280,58.8,221.2,1.741956698E9
online,SKU-04882,SHP-0013103,1,0,280,58.8,221.2,1.741972167E9
retail,SKU-02130,SHP-0004373,1,1,280,58.8,221.2,1.741953742E9
online,SKU-02130,SHP-0017769,1,1,280,58.8,221.2,1.741981354E9
online,SKU-05107,SHP-0005020,1,0,280,58.8,221.2,1.727947365E9
retail,SKU-09631,SHP-0007630,1,1,280,58.8,221.2,1.727966411E9
retail,SKU-07702,SHP-0003282,1,0,280,58.8,221.2,1.727996743E9
online,SKU-03469,SHP-0012333,1,0,280,58.8,221.2,1.738550911E9
online,SKU-01065,SHP-0029975,1,0,280,58.8,221.2,1.738552913E9
online,SKU-02130,SHP-0000888,1,1,280,58.8,221.2,1.738557768E9
online,SKU-09585,SHP-0022178,1,0,280,58.8,221.2,1.738558614E9
retail,SKU-08057,SHP-0002226,1,0,280,58.8,221.2,1.73859754E9
online,SKU-08057,SHP-0003693,1,0,280,58.8,221.2,1.724882986E9
online,SKU-09585,SHP-0007598,1,0,280,58.8,221.2,1.749427789E9
marketplace,SKU-07824,SHP-0022970,1,0,280,58.8,221.2,1.749441595E9
online,SKU-09631,SHP-0025676,1,0,280,58.8,221.2,1.749448971E9
retail,SKU-05107,SHP-0009667,1,0,280,58.8,221.2,1.749497874E9
retail,SKU-08057,SHP-0007579,1,0,280,58.8,221.2,1.749503147E9
marketplace,SKU-08396,SHP-0013009,1,0,280,58.8,221.2,1.761368099E9
online,SKU-04135,SHP-0013996,1,1,280,58.8,221.2,1.761374244E9
online,SKU-07824,SHP-0002043,1,0,280,58.8,221.2,1.761391697E9
online,SKU-04882,SHP-0010651,1,0,280,58.8,221.2,1.761432525E9
retail,SKU-02497,SHP-0026751,1,1,280,58.8,221.2,1.774424561E9
online,SKU-08396,SHP-0015937,1,0,280,58.8,221.2,1.774461577E9
online,SKU-01677,SHP-0009365,1,0,280,58.8,221.2,1.774475252E9
online,SKU-01065,SHP-0006252,1,1,280,58.8,221.2,1.774482656E9
retail,SKU-05107,SHP-0028903,1,0,280,58.8,221.2,1.761533249E9
online,SKU-01065,SHP-0023507,1,0,280,58.8,221.2,1.761559406E9
retail,SKU-09585,SHP-0024240,1,0,280,58.8,221.2,1.761562647E9
retail,SKU-08396,SHP-0017199,1,0,280,58.8,221.2,1.761594532E9
marketplace,SKU-01677,SHP-0012005,1,1,280,58.8,221.2,1.761553305E9
online,SKU-04135,SHP-0015624,1,1,280,58.8,221.2,1.761566372E9
online,SKU-01677,SHP-0009215,1,1,280,58.8,221.2,1.761586579E9
online,SKU-08057,SHP-0025310,1,1,280,58.8,221.2,1.77128649E9
retail,SKU-07824,SHP-0006878,1,1,280,58.8,221.2,1.771354968E9
